,bt,km,transmission,ownerNo,oem,modelYear,Insurance Validity,Fuel Type,RTO,Features,Mileage,Engine,Max Power,Torque,Seats,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
5906,0,40000,1,1,11,2019,2,3,29,9,21.21,1197,81.8,113.0,5.0,8,4,4,0,3840.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,4
5907,0,80000,1,2,7,2011,2,3,21,9,21.1,814,55.2,74.5,5.0,12,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,4
5908,0,62761,1,1,19,2014,0,1,21,9,22.07,1199,73.9,180.0,5.0,11,3,4,0,3970.0,1682.0,1453.0,2456.0,5,3,0,1,1,5,4
5909,0,45075,1,1,11,2019,3,3,21,9,20.52,1197,81.8,113.0,5.0,11,4,4,0,3655.0,1620.0,1675.0,2435.0,5,3,0,1,1,5,4
5910,3,36882,1,1,10,2021,0,3,21,9,16.82,1197,108.62,200.0,5.0,11,3,4,1,3995.0,1821.0,1627.0,2600.0,6,3,0,0,1,5,4
5911,0,82030,1,1,7,2015,0,3,21,9,18.9,1197,82.0,114.0,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
5912,0,31469,0,1,11,2017,2,3,21,9,21.4,1197,83.1,115.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,0,3,0,1,1,5,4
5913,3,20000,1,1,11,2022,2,3,21,9,18.55,1462,103.25,138.0,5.0,1,4,4,0,4300.0,1785.0,1595.0,2600.0,5,3,0,0,1,5,4
5914,0,70000,1,3,0,2010,2,3,29,8,18.0,995,62.0,90.3,5.0,8,4,2,0,3495.0,1495.0,1518.0,2345.0,5,3,0,1,1,5,4
5915,0,120000,1,1,7,2014,2,1,21,9,21.9,1396,88.76,219.6,5.0,8,4,4,0,3995.0,1710.0,1505.0,2525.0,6,3,0,0,1,5,4
5916,4,120000,1,2,11,2017,2,1,29,9,26.59,1248,74.0,190.0,5.0,8,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
5918,0,70000,1,5,6,2012,2,3,29,9,19.4,1198,86.8,109.0,5.0,8,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,4
5920,4,100000,1,2,7,2011,2,2,21,8,13.2,1495,93.7,124.5,5.0,8,4,4,0,4250.0,1670.0,1370.0,2440.0,5,3,0,1,1,4,4
5923,0,43336,1,1,7,2018,0,3,21,9,18.6,1197,81.86,114.73,5.0,4,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,4
5926,3,90000,1,2,17,2018,2,3,21,9,17.0,1198,108.5,170.0,5.0,12,3,4,1,3994.0,1811.0,1607.0,2498.0,6,3,0,1,1,5,4
5927,0,21659,1,1,6,2021,2,3,21,9,17.1,1199,88.5,110.0,5.0,12,4,4,0,3989.0,1694.0,1544.0,2530.0,5,1,0,1,1,5,4
5928,3,80000,1,1,11,2017,2,1,21,9,24.3,1248,88.5,200.0,5.0,4,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,4
5929,0,63662,0,1,11,2018,2,3,21,9,21.4,1197,83.1,115.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,0,3,0,1,1,5,4
5932,3,67847,1,1,11,2019,0,1,21,9,25.1,1248,88.5,200.0,5.0,4,4,4,1,4300.0,1785.0,1595.0,2600.0,5,3,0,0,1,5,4
5936,4,110000,1,2,11,2011,2,1,21,9,19.3,1248,73.9,190.0,5.0,8,4,4,1,4160.0,1690.0,1530.0,2390.0,5,3,0,1,1,4,4
5940,3,76800,1,1,4,2018,2,1,21,9,21.7,1498,98.96,215.0,5.0,12,4,4,1,3998.0,1765.0,1647.0,2519.0,5,1,0,1,1,5,4
5941,0,71711,0,1,11,2017,0,3,21,9,21.4,1197,83.1,115.0,5.0,10,4,4,0,3995.0,1745.0,1510.0,2520.0,0,3,0,1,1,5,4
5942,0,28406,1,1,11,2019,3,3,21,9,21.4,1197,83.1,115.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,4
5944,0,53615,1,1,11,2019,2,3,21,9,25.24,998,65.71,89.0,5.0,11,3,4,0,3695.0,1655.0,1555.0,2435.0,5,1,0,1,1,5,4
5945,0,33959,1,2,7,2015,2,3,21,9,18.9,1197,82.0,114.0,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
5946,0,65300,1,2,6,2016,0,3,21,9,18.7,1199,88.7,110.0,5.0,6,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,4
5948,4,81000,1,2,11,2014,0,1,21,9,19.3,1248,73.9,190.0,5.0,12,4,4,1,4160.0,1690.0,1530.0,2390.0,5,3,0,1,1,4,4
5949,0,70000,1,3,7,2014,2,3,21,9,20.3,998,68.05,94.14,5.0,8,3,4,0,3515.0,1550.0,1510.0,2380.0,5,3,0,1,1,5,4
5950,0,150000,1,3,7,2010,2,0,6,9,11.88,1086,62.1,96.1,5.0,8,3,4,0,3565.0,1525.0,1590.0,2380.0,5,3,0,1,1,5,4
5952,3,40000,1,1,11,2020,2,1,29,9,24.3,1248,88.5,200.0,5.0,8,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,4
5954,3,30000,1,1,17,2019,2,3,21,9,17.0,1198,108.5,170.0,5.0,8,3,4,1,3994.0,1811.0,1607.0,2498.0,6,3,0,1,1,5,4
5955,0,90000,1,2,11,2007,2,3,21,8,24.7,796,47.3,69.0,5.0,11,3,4,0,3430.0,1490.0,1475.0,2360.0,5,3,0,1,1,5,4
5957,4,90000,1,4,6,2014,2,1,21,9,25.8,1498,98.6,200.0,5.0,4,4,4,1,3990.0,1680.0,1505.0,2405.0,5,3,0,1,1,4,4
5960,0,76000,1,1,18,2019,0,3,21,9,22.35,1197,88.5,113.0,5.0,1,4,4,0,3990.0,1745.0,1500.0,2520.0,5,3,0,1,1,5,4
5961,0,100977,1,2,7,2018,0,3,21,9,18.9,1197,81.86,113.75,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
5967,0,83000,1,2,7,2019,0,3,21,9,18.9,1197,82.0,114.0,5.0,4,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
5969,3,84000,1,1,7,2017,2,1,29,9,21.38,1396,88.7,219.7,5.0,12,4,4,0,4270.0,1780.0,1630.0,2590.0,6,3,0,1,1,5,4
5970,0,10000,1,1,17,2023,2,3,21,9,19.01,1199,84.82,113.0,5.0,8,3,4,0,3765.0,1677.0,1535.0,2400.0,5,1,0,1,1,5,4
5974,0,56000,0,2,6,2019,2,3,21,9,18.2,1199,88.7,110.0,5.0,12,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,4
5975,3,120000,1,2,4,2013,2,1,29,9,22.7,1498,89.84,204.0,5.0,8,4,2,1,3999.0,1765.0,1708.0,2520.0,5,3,0,1,1,5,4
5976,0,75000,1,1,7,2015,0,1,21,9,22.54,1396,88.73,219.7,5.0,12,4,4,1,3985.0,1734.0,1505.0,2570.0,6,3,0,1,1,5,4
5977,3,26633,1,1,6,2019,0,3,21,9,17.5,1199,88.7,110.0,5.0,12,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,4
5980,0,4527,1,1,7,2022,2,3,21,9,20.3,1086,68.05,99.0,5.0,12,4,3,0,3610.0,1645.0,1560.0,2400.0,5,1,0,1,1,5,4
5981,0,25446,0,1,2,2017,0,3,21,9,23.0,999,67.0,91.0,5.0,12,3,4,0,3429.0,1560.0,1541.0,2348.0,5,3,0,1,1,5,4
5982,3,50923,1,1,6,2019,0,3,21,9,17.5,1199,88.7,110.0,5.0,11,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,4
5983,3,56123,1,1,11,2017,0,1,21,9,24.3,1248,88.5,200.0,5.0,10,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,4
5984,0,64984,1,1,11,2015,0,3,21,9,20.51,998,67.04,90.0,5.0,11,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
5985,0,77561,0,2,11,2019,3,3,21,9,21.4,1197,83.1,115.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,0,3,0,1,1,5,4
5986,3,90000,1,1,11,2018,2,1,29,9,25.1,1248,88.5,200.0,5.0,8,4,4,1,4300.0,1785.0,1595.0,2600.0,5,3,0,0,1,5,4
5987,3,85123,1,1,11,2018,0,1,21,9,24.3,1248,88.5,200.0,5.0,10,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,4
5991,3,59000,1,1,6,2019,0,3,21,9,17.5,1199,88.7,110.0,5.0,2,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,4
5994,3,20000,1,1,11,2023,2,3,21,9,17.38,1462,101.65,136.8,5.0,12,4,4,0,3995.0,1790.0,1685.0,2500.0,5,1,0,1,1,5,4
5995,3,20000,0,1,17,2020,2,3,21,9,17.0,1198,108.5,170.0,5.0,12,3,4,1,3994.0,1811.0,1607.0,2498.0,6,3,0,1,1,5,4
5997,0,51374,1,1,11,2020,0,3,21,8,21.01,1197,81.8,113.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,5,1,0,1,1,5,4
5998,3,40000,1,1,11,2019,2,1,9,9,24.3,1248,88.5,200.0,5.0,8,4,4,1,3995.0,1790.0,1640.0,2500.0,5,3,0,1,1,5,4
5999,0,110000,1,2,11,2019,2,3,21,9,23.1,998,67.04,90.0,5.0,8,3,4,0,3695.0,1600.0,1565.0,2425.0,5,3,0,1,1,5,4
6001,3,48089,1,3,6,2018,3,3,21,9,17.5,1199,88.7,110.0,5.0,10,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,4
6003,0,62134,1,1,7,2015,2,3,21,9,18.9,1197,82.0,114.0,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6004,0,54256,1,1,6,2016,0,3,21,9,18.7,1199,88.7,110.0,5.0,2,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,4
6006,3,44461,1,1,16,2021,0,3,21,9,19.2,999,113.98,178.0,5.0,10,3,4,1,4225.0,1760.0,1612.0,2651.0,6,1,0,1,1,5,4
6007,0,80000,1,1,7,2020,2,3,21,9,18.9,1197,81.86,113.75,5.0,8,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6011,3,80000,1,1,7,2016,2,1,21,9,21.38,1396,88.7,219.7,5.0,0,4,4,0,4270.0,1780.0,1630.0,2590.0,6,3,0,1,1,5,4
6017,0,60000,1,1,11,2016,0,3,21,9,21.63,998,67.05,90.0,5.0,12,3,4,0,3695.0,1600.0,1560.0,2425.0,5,3,0,1,1,5,4
6020,0,7414,1,1,15,2022,2,3,21,8,22.25,799,53.26,72.0,5.0,10,3,4,0,3731.0,1579.0,1474.0,2425.0,5,1,0,1,1,5,4
6021,0,18206,1,1,4,2020,2,3,21,9,18.5,1194,94.93,119.0,5.0,12,3,4,0,3941.0,1704.0,1525.0,2490.0,5,3,0,1,1,5,4
6023,3,56569,1,1,4,2019,2,1,21,9,23.0,1498,98.96,205.0,5.0,12,4,4,1,3998.0,1765.0,1647.0,2519.0,5,3,0,1,1,4,4
6025,0,40000,1,2,11,2019,2,3,21,8,22.05,796,47.33,69.0,5.0,8,3,4,0,3445.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,4
6026,4,20000,1,1,11,2022,2,3,29,9,22.41,1197,88.5,113.0,5.0,12,4,4,0,3995.0,1735.0,1515.0,2450.0,5,1,0,1,1,4,4
6027,4,30000,1,1,6,2020,2,3,21,9,18.6,1199,88.76,110.0,5.0,8,4,4,0,3995.0,1695.0,1501.0,2470.0,5,1,0,1,1,4,4
6033,0,86000,1,1,7,2016,2,3,21,9,18.9,1197,82.0,114.0,5.0,4,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6034,0,32355,1,1,15,2020,0,3,21,8,21.46,999,67.06,91.0,5.0,11,3,4,0,3731.0,1579.0,1474.0,2425.0,5,1,0,1,1,5,4
6035,0,40000,1,2,7,2021,2,3,21,9,21.0,1197,81.8,114.74,5.0,8,4,4,0,3995.0,1775.0,1505.0,2580.0,5,1,0,1,1,5,4
6039,0,100000,1,1,11,2016,2,3,21,9,20.51,998,67.04,90.0,5.0,8,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6041,3,76065,1,2,17,2019,0,3,21,9,17.0,1198,108.5,170.0,5.0,12,3,4,1,3994.0,1811.0,1607.0,2498.0,6,3,0,1,1,5,4
6043,0,9909,1,2,11,2022,3,3,21,9,22.35,1197,88.5,113.0,5.0,12,4,4,0,3990.0,1745.0,1500.0,2520.0,5,1,0,1,1,5,4
6048,3,60000,1,1,10,2019,2,3,29,9,17.0,1197,110.0,200.0,5.0,1,3,4,1,3995.0,1821.0,1627.0,2600.0,6,3,0,0,1,5,4
6049,0,120000,1,1,17,2013,2,1,30,6,18.0,1248,81.8,113.0,5.0,11,4,4,0,3995.0,1695.0,1505.0,2425.0,5,3,0,1,1,5,4
6050,0,70000,1,2,11,2018,0,3,21,9,21.21,1197,81.8,113.0,5.0,1,4,4,0,3840.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,4
6051,3,8401,0,1,9,2022,2,3,21,9,14.82,1498,108.49,144.0,5.0,0,4,4,0,4323.0,1809.0,1650.0,2585.0,8,1,0,0,1,5,4
6053,3,30000,1,1,4,2019,2,3,16,9,17.0,1497,121.36,150.0,5.0,12,3,4,0,3998.0,1765.0,1647.0,2519.0,5,3,0,1,1,4,4
6054,3,22289,1,1,8,2021,0,3,21,9,16.8,1497,113.43,144.0,5.0,12,4,4,0,4315.0,1800.0,1645.0,2610.0,6,1,0,0,1,5,4
6055,0,70123,1,1,15,2018,2,3,21,9,23.01,999,67.0,91.0,5.0,10,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,4
6056,1,50123,1,1,15,2019,0,3,21,9,20.0,999,71.01,96.0,7.0,12,3,4,0,3991.0,1739.0,1643.0,2425.0,5,1,0,1,1,5,4
6057,0,70123,0,1,11,2018,0,3,21,9,21.63,998,67.05,90.0,5.0,4,3,4,0,3695.0,1600.0,1560.0,2425.0,5,3,0,1,1,5,4
6058,0,100000,1,3,7,2016,2,3,21,8,21.1,814,55.2,74.5,5.0,8,3,3,0,3495.0,1550.0,1500.0,2380.0,5,3,0,1,1,5,4
6061,3,103116,1,1,6,2017,3,3,21,9,17.5,1199,88.7,110.0,5.0,11,4,4,0,3999.0,1734.0,1601.0,2555.0,5,1,0,1,1,5,4
6062,4,120000,1,1,0,2017,2,1,21,8,22.1,1248,74.0,190.0,5.0,12,4,4,1,4249.0,1690.0,1503.0,2465.0,5,3,0,1,1,4,4
6063,0,43202,0,1,11,2017,0,3,21,9,23.95,998,67.1,90.0,5.0,11,3,4,0,3545.0,1490.0,1475.0,2360.0,5,3,0,1,1,5,4
6064,4,57671,1,1,19,2017,0,3,21,9,17.0,1198,73.75,110.0,5.0,1,3,4,0,3995.0,1682.0,1483.0,2470.0,5,3,0,1,1,4,4
6065,0,70000,1,3,7,2014,0,3,21,8,20.3,998,68.05,94.14,5.0,11,3,4,0,3515.0,1550.0,1510.0,2380.0,5,3,0,1,1,5,4
6068,3,60000,1,1,11,2021,2,3,21,9,17.03,1462,103.26,138.0,5.0,8,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,4
6070,4,110000,1,3,11,2015,2,1,29,9,26.59,1248,74.0,190.0,5.0,12,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6071,0,100000,1,4,7,2010,2,3,21,8,19.81,1086,68.05,99.04,5.0,8,4,3,0,3585.0,1595.0,1550.0,2380.0,5,3,0,1,1,5,4
6078,3,60000,1,2,11,2020,2,3,21,9,17.03,1462,103.26,138.0,5.0,8,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,4
6079,0,50000,1,1,11,2018,2,3,21,9,21.4,1197,83.1,115.0,5.0,8,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,4
6080,0,42811,1,1,11,2019,0,3,21,9,21.4,1197,83.1,115.0,5.0,11,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,4
6081,0,82558,1,1,11,2018,3,3,21,9,21.63,998,67.0,90.0,5.0,12,3,4,0,3715.0,1635.0,1565.0,2425.0,5,1,0,1,1,5,4
6083,3,104521,1,1,4,2018,0,1,21,9,23.0,1498,98.96,205.0,5.0,1,4,4,1,3998.0,1765.0,1647.0,2519.0,5,3,0,1,1,4,4
6084,0,95745,1,1,11,2018,0,3,21,9,21.4,1197,83.1,115.0,5.0,1,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,4
6085,0,78000,1,1,7,2018,2,1,21,8,24.0,1120,70.0,160.0,5.0,4,3,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6088,0,70000,1,2,11,2020,2,3,29,9,21.01,1197,81.8,113.0,5.0,8,4,4,0,3995.0,1745.0,1510.0,2520.0,5,1,0,1,1,5,4
6097,0,42000,1,2,11,2016,2,3,21,9,24.7,796,47.3,69.0,5.0,4,3,4,0,3430.0,1515.0,1475.0,2360.0,5,3,0,1,1,5,4
6098,3,37724,1,1,15,2022,2,3,21,9,19.17,999,71.01,96.0,5.0,12,3,4,0,3991.0,1750.0,1605.0,2500.0,5,1,0,1,1,5,4
6099,0,120000,1,1,4,2011,2,1,21,8,20.0,1399,68.0,160.0,5.0,8,4,4,0,3795.0,1680.0,1427.0,2489.0,5,3,0,1,1,5,4
6101,4,94112,1,1,7,2017,0,3,21,9,20.14,1197,81.86,113.75,5.0,12,4,4,0,3995.0,1660.0,1520.0,2425.0,5,3,0,1,1,4,4
6102,3,23848,1,1,18,2021,2,3,21,9,17.03,1462,103.26,138.0,5.0,12,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,4
6103,0,43349,1,3,11,2015,2,3,21,9,20.51,998,67.04,90.0,5.0,11,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6105,3,17353,1,1,8,2021,0,3,21,9,16.8,1497,113.43,144.0,5.0,12,4,4,0,4315.0,1800.0,1645.0,2610.0,6,1,0,0,1,5,4
6107,0,80000,1,3,7,2006,2,3,29,4,17.0,1086,81.8,113.0,5.0,8,4,4,0,3995.0,1695.0,1505.0,2425.0,5,3,0,1,1,5,4
6108,0,70000,1,1,11,2016,2,1,29,8,26.8,1248,74.0,190.0,5.0,8,4,4,1,3700.0,1690.0,1595.0,2435.0,5,1,0,1,1,5,4
6109,0,10000,1,1,15,2021,2,3,21,9,22.3,799,53.26,72.0,5.0,1,3,4,0,3731.0,1579.0,1474.0,2422.0,5,1,0,1,1,5,4
6111,3,120000,1,1,7,2015,2,1,21,9,21.38,1396,88.7,219.7,5.0,8,4,4,0,4270.0,1780.0,1630.0,2590.0,6,3,0,1,1,5,4
6112,3,80000,1,1,8,2019,2,3,21,9,16.8,1353,113.43,144.0,5.0,8,4,4,0,4315.0,1800.0,1645.0,2610.0,6,1,0,0,1,5,4
6113,0,50000,1,1,11,2018,2,3,21,9,20.51,998,67.04,90.0,5.0,4,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6114,0,40000,0,1,11,2016,2,3,29,9,20.51,998,67.0,90.0,5.0,8,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6115,0,60000,1,1,15,2021,2,3,21,9,22.3,799,53.26,72.0,5.0,8,3,4,0,3731.0,1579.0,1474.0,2422.0,5,1,0,1,1,5,4
6116,0,70000,1,2,11,2014,2,1,21,8,25.2,1248,74.0,190.0,5.0,8,4,4,1,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,4
6119,0,81040,1,2,11,2015,2,1,21,9,25.2,1248,74.0,190.0,5.0,11,4,4,1,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,4
6120,0,112625,0,1,19,2018,2,3,21,9,17.21,1197,103.5,175.0,5.0,10,4,4,1,3971.0,1682.0,1469.0,2469.0,7,3,0,1,1,5,4
6121,0,58374,1,1,7,2018,0,3,21,9,18.9,1197,81.86,113.75,5.0,12,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6122,0,31733,1,2,7,2014,2,3,21,9,18.9,1197,82.0,114.0,5.0,8,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6123,0,49616,1,1,11,2019,3,1,21,9,27.39,1248,74.0,190.0,5.0,12,4,4,1,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,4
6126,4,120000,1,1,17,2011,2,1,21,8,23.57,1396,70.0,140.0,5.0,10,4,2,1,4377.0,1620.0,1540.0,2650.0,5,3,0,1,1,4,4
6127,3,50000,1,2,4,2015,2,3,21,9,15.85,1499,110.4,140.0,5.0,8,4,4,0,3999.0,1765.0,1708.0,2520.0,5,3,0,1,1,5,4
6130,0,49580,1,1,6,2010,0,3,21,9,16.0,1198,90.0,110.0,5.0,1,4,4,0,3900.0,1695.0,1535.0,2500.0,5,3,0,1,1,5,4
6133,0,4437,1,1,17,2022,2,3,21,9,19.01,1199,84.82,113.0,5.0,4,3,4,0,3765.0,1677.0,1535.0,2400.0,5,1,0,1,1,5,4
6134,0,24590,1,1,11,2018,2,3,21,9,20.51,998,67.04,90.0,5.0,12,3,4,0,3599.0,1495.0,1700.0,2400.0,5,3,0,1,1,5,4
6135,0,20000,1,1,11,2022,2,3,21,9,21.01,1197,81.8,113.0,5.0,8,4,4,0,3995.0,1745.0,1510.0,2520.0,5,1,0,1,1,5,4
6136,0,70456,1,1,7,2013,0,3,21,9,18.5,1197,82.85,113.7,5.0,4,4,4,0,3995.0,1710.0,1505.0,2525.0,5,3,0,1,1,5,4
6138,0,120000,1,1,7,2013,2,3,20,9,18.5,1197,82.85,113.7,5.0,8,4,4,0,3995.0,1710.0,1505.0,2525.0,5,3,0,1,1,5,4
6140,0,76043,1,1,11,2012,0,3,21,9,22.38,1197,88.5,113.0,5.0,12,4,4,0,3845.0,1735.0,1530.0,2450.0,5,1,0,1,1,5,4
6142,0,55890,1,1,7,2014,0,3,21,9,18.9,1197,82.0,114.0,5.0,11,4,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6143,0,81984,1,2,6,2016,2,3,21,9,18.7,1199,88.7,110.0,5.0,11,4,4,0,3955.0,1694.0,1544.0,2530.0,5,3,0,1,1,5,4
6144,0,70123,1,2,6,2014,0,3,21,9,19.4,1198,86.8,109.0,5.0,12,4,4,0,3610.0,1680.0,1500.0,2345.0,5,3,0,1,1,5,4
6145,0,60000,1,1,15,2021,2,3,21,9,22.3,799,53.26,72.0,5.0,8,3,4,0,3731.0,1579.0,1474.0,2422.0,5,1,0,1,1,5,4
6150,0,50000,1,1,15,2017,2,3,21,9,23.01,999,67.0,91.0,5.0,8,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,4
6151,4,50000,0,1,11,2020,2,3,29,9,21.21,1197,81.8,113.0,5.0,12,4,4,0,3995.0,1735.0,1515.0,2450.0,5,3,0,1,1,4,4
6152,4,56805,1,1,11,2013,0,1,21,8,23.4,1248,74.0,190.0,5.0,11,4,4,1,3995.0,1695.0,1555.0,2430.0,5,3,0,1,1,4,4
6153,0,120000,1,2,19,2016,2,1,21,9,20.14,1498,88.0,230.0,5.0,8,4,4,1,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6155,0,90000,1,2,7,2019,2,1,29,9,24.0,1186,73.97,190.24,5.0,12,3,4,0,3765.0,1660.0,1520.0,2425.0,5,3,0,1,1,5,4
6158,4,75000,1,1,11,2014,0,1,21,9,19.3,1248,73.9,190.0,5.0,11,4,4,1,4160.0,1690.0,1530.0,2390.0,5,3,0,1,1,4,4
6159,0,17587,1,1,2,2020,2,3,21,9,21.7,999,67.05,91.0,5.0,11,3,4,0,3435.0,1574.0,1546.0,2348.0,5,3,0,1,1,5,4
6160,0,27153,1,2,7,2019,0,3,21,9,20.3,1086,68.0,99.0,5.0,12,4,3,0,3610.0,1645.0,1560.0,2400.0,5,3,0,1,1,5,4
6162,4,104243,1,1,11,2012,0,1,21,9,19.3,1248,73.9,190.0,5.0,8,4,4,1,4160.0,1690.0,1530.0,2390.0,5,3,0,1,1,4,4
6166,3,60000,1,1,7,2021,2,3,21,9,17.52,1197,81.86,115.0,5.0,12,4,4,0,3995.0,1770.0,1605.0,2500.0,5,3,0,1,0,5,4
6167,3,17580,1,1,11,2021,0,3,21,9,17.03,1462,103.26,138.0,5.0,12,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,4
6169,3,39109,1,1,11,2020,2,3,21,9,17.03,1462,103.26,138.0,5.0,12,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,4
6170,3,20000,1,1,11,2022,2,3,21,9,17.03,1462,103.26,138.0,5.0,8,4,4,0,3995.0,1790.0,1640.0,2500.0,5,1,0,1,1,5,4
6171,3,80000,1,1,6,2018,2,1,21,9,25.5,1498,98.6,200.0,5.0,0,4,4,1,3999.0,1734.0,1601.0,2555.0,6,1,0,1,1,5,4
6172,0,20000,1,1,11,2022,2,3,21,8,25.24,998,65.71,89.0,5.0,8,3,4,0,3695.0,1655.0,1555.0,2435.0,5,1,0,1,1,5,4
6174,0,70000,1,2,11,2015,2,3,29,9,22.0,1197,81.8,113.0,5.0,8,4,4,0,3840.0,1735.0,1530.0,2450.0,5,3,0,1,1,5,4
6177,0,70000,1,1,19,2011,2,3,8,9,16.47,1198,73.9,110.0,5.0,10,3,4,0,3970.0,1682.0,1453.0,2456.0,5,3,0,1,1,5,4
6179,4,90239,1,1,6,2019,2,3,21,9,19.5,1199,88.76,110.0,5.0,12,4,4,0,3995.0,1695.0,1501.0,2470.0,5,3,0,1,1,4,4
6180,0,31608,1,2,7,2014,0,3,21,9,20.3,998,68.05,94.14,5.0,12,3,4,0,3515.0,1550.0,1510.0,2380.0,5,3,0,1,1,5,4
6181,4,58740,1,1,6,2019,2,3,21,9,19.5,1199,88.76,110.0,5.0,2,4,4,0,3995.0,1695.0,1501.0,2470.0,5,3,0,1,1,4,4
6182,0,73398,1,2,7,2018,2,3,21,9,18.6,1197,81.83,114.7,5.0,12,4,4,0,3985.0,1734.0,1505.0,2570.0,5,3,0,1,1,5,4
6184,0,100000,1,2,19,2016,2,1,29,9,20.14,1498,88.0,230.0,5.0,8,4,4,1,3971.0,1682.0,1469.0,2469.0,5,3,0,1,1,5,4
6188,0,30000,0,2,15,2019,2,3,21,9,23.01,999,67.0,91.0,5.0,0,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,4
6190,0,65000,1,2,15,2016,0,3,21,9,23.01,999,67.0,91.0,5.0,12,3,4,0,3679.0,1579.0,1478.0,2422.0,5,3,0,1,1,5,4
6193,0,30000,1,1,11,2019,2,3,21,9,21.4,1197,83.1,115.0,5.0,8,4,4,0,3995.0,1745.0,1510.0,2520.0,5,3,0,1,1,5,4
6195,0,81000,1,1,7,2017,0,1,21,9,22.54,1396,88.73,219.7,5.0,4,4,4,1,3985.0,1734.0,1505.0,2570.0,6,3,0,1,1,5,4
