,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
6505,Hatchback,10000,Manual,1,Maruti,2023,640000.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,others,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6506,Sedan,30000,Manual,1,Hyundai,2021,675000.0,Third Party,Petrol,9,20.5,1197.0,81.86,113.8,others,4.0,4.0,No,3995.0,1680.0,1520.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6507,SUV,150000,Manual,1,Renault,2012,300000.0,Third Party,Diesel,9,20.45,1461.0,83.8,200.0,others,4.0,4.0,Yes,4315.0,1822.0,1695.0,2673.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6508,Hatchback,40000,Manual,2,Maruti,2015,250000.0,Third Party,Petrol,8,22.74,796.0,47.3,69.0,others,3.0,4.0,No,3395.0,1490.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6509,Sedan,120000,Manual,3,Tata,2017,450000.0,Third Party,Diesel,8,22.95,1248.0,74.0,190.0,others,4.0,4.0,Yes,3995.0,1706.0,1570.0,2470.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6510,Hatchback,60000,Manual,1,Hyundai,2017,260000.0,Third Party,Petrol,8,21.1,814.0,55.2,74.5,others,3.0,3.0,No,3495.0,1550.0,1500.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6511,Hatchback,10000,Manual,1,Hyundai,2023,850000.0,Third Party,Petrol,9,21.0,1197.0,81.8,114.74,others,4.0,4.0,No,3995.0,1775.0,1505.0,2580.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6512,SUV,150000,Manual,1,Ford,2014,450000.0,Third Party,Diesel,9,22.7,1498.0,89.84,204.0,others,4.0,2.0,Yes,3999.0,1765.0,1708.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6513,Sedan,70000,Manual,2,Chevrolet,2013,380000.0,Third Party,Diesel,9,17.3,1998.0,163.7,380.0,others,4.0,4.0,Yes,4597.0,1788.0,1477.0,2685.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Jaipur
6514,Sedan,80000,Manual,1,Honda,2015,450000.0,Third Party,Diesel,9,26.0,1498.0,98.6,200.0,others,4.0,4.0,Yes,4440.0,1695.0,1495.0,2600.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6515,Hatchback,60000,Manual,1,Renault,2017,300000.0,Third Party,Petrol,9,25.17,799.0,53.3,72.0,others,3.0,4.0,No,3679.0,1579.0,1478.0,2422.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6516,Hatchback,120000,Manual,1,Tata,2011,225000.0,Third Party,Diesel,6,18.0,1248.0,103.7259811197063,174.43382770312695,others,4.0,4.0,No,4066.5465673902063,1716.1002525252525,1556.269308430086,2515.9687699171445,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6517,Hatchback,70000,Manual,3,Maruti,2009,150000.0,Third Party,Petrol,9,19.7,796.0,46.3,62.0,others,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6518,Hatchback,90000,Manual,2,Hyundai,2012,200000.0,Third Party,Petrol,8,20.36,1197.0,78.9,111.7,others,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6519,Hatchback,120000,Manual,1,Maruti,2001,40000.0,Third Party,Petrol,5,17.3,993.0,103.7259811197063,78.0,others,4.0,4.0,No,3535.0,1495.0,1405.0,2335.0,5.0,5.0,Power,Disc,Drum,Radial,5.0,Jaipur
6520,Hatchback,40000,Manual,1,Maruti,2017,400000.0,Third Party,Petrol,9,20.51,998.0,67.04,90.0,others,3.0,4.0,No,3599.0,1495.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6521,Hatchback,70000,Automatic,1,Maruti,2015,350000.0,Third Party,Petrol,9,20.51,998.0,67.0,90.0,others,3.0,4.0,No,3599.0,1495.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6522,Hatchback,60000,Manual,1,Hyundai,2015,250000.0,Third Party,Petrol,8,21.1,814.0,55.2,74.5,others,3.0,3.0,No,3495.0,1550.0,1500.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6523,Sedan,80000,Manual,1,Toyota,2011,350000.0,Third Party,Petrol,0,17.6,1496.0,88.73,132.0,others,4.0,4.0,No,4066.5465673902063,1716.1002525252525,1556.269308430086,2515.9687699171445,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6524,Hatchback,50000,Manual,1,Maruti,2012,300000.0,Third Party,Petrol,8,18.9,998.0,67.1,90.0,others,3.0,4.0,No,3595.0,1475.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6525,Hatchback,120000,Manual,4,Ford,2011,200000.0,Third Party,Diesel,9,20.0,1399.0,68.0,160.0,others,4.0,4.0,No,3795.0,1680.0,1427.0,2489.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6526,Hatchback,150000,Manual,3,Maruti,2009,300000.0,Third Party,Diesel,8,21.1,1248.0,73.9,190.0,others,4.0,4.0,No,3715.0,1680.0,1620.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6527,Hatchback,120000,Manual,2,Maruti,2013,300000.0,Third Party,Diesel,8,23.2,1248.0,73.94,190.0,others,4.0,4.0,Yes,3775.0,1680.0,1620.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6529,Hatchback,40000,Manual,2,Datsun,2020,300000.0,Third Party,Petrol,8,20.71,799.0,53.64,72.0,others,3.0,4.0,No,3435.0,1574.0,1546.0,2348.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6530,SUV,40000,Manual,1,Hyundai,2021,1000000.0,Third Party,Petrol,9,18.27,998.0,118.35,171.6,others,3.0,4.0,Yes,3995.0,1770.0,1605.0,2500.0,6.0,5.0,Power,Disc,Drum,Radial,5.0,Jaipur
6531,Hatchback,70000,Manual,2,Nissan,2013,200000.0,Third Party,Petrol,9,19.49,1198.0,67.04,104.0,others,3.0,4.0,No,3801.0,1665.0,1530.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6532,Sedan,120000,Automatic,2,Honda,2013,350000.0,Third Party,Petrol,9,16.8,1497.0,116.4,146.0,others,4.0,4.0,No,4440.0,1695.0,1485.0,2550.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6533,Hatchback,150000,Manual,2,Maruti,2010,100000.0,Third Party,Petrol,8,19.0,998.0,67.1,90.0,others,3.0,4.0,No,3600.0,1495.0,1595.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6534,Sedan,100000,Manual,3,Honda,2015,500000.0,Third Party,Diesel,9,26.0,1498.0,98.6,200.0,others,4.0,4.0,Yes,4440.0,1695.0,1495.0,2600.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6535,Sedan,80000,Automatic,1,Maruti,2017,700000.0,Third Party,Diesel,9,28.4,1248.0,74.0,190.0,others,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6536,Sedan,40000,Automatic,1,Honda,2021,800000.0,Third Party,Petrol,9,18.3,1199.0,88.76,110.0,others,4.0,4.0,No,3995.0,1695.0,1501.0,2470.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6537,Sedan,30000,Manual,1,Tata,2022,819999.0,Third Party,CNG,9,26.49,1199.0,72.4,95.0,others,3.0,4.0,No,3993.0,1677.0,1532.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6538,Hatchback,90000,Manual,1,Tata,2020,675000.0,Third Party,Petrol,9,18.53,1199.0,84.88,113.0,others,3.0,4.0,No,3990.0,1755.0,1523.0,2501.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6539,MUV,100000,Manual,3,Maruti,2019,1100000.0,Third Party,Diesel,9,25.47,1248.0,88.5,200.0,others,4.0,4.0,Yes,4395.0,1735.0,1690.0,2740.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6540,SUV,70000,Manual,1,Mahindra,2014,350000.0,Third Party,Diesel,8,17.21,1493.0,100.0,240.0,others,3.0,4.0,Yes,3985.0,1850.0,1880.0,2760.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6541,Sedan,150000,Manual,1,Honda,2015,500000.0,Third Party,Diesel,9,26.0,1498.0,98.6,200.0,others,4.0,4.0,Yes,4440.0,1695.0,1495.0,2600.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6542,SUV,30000,Manual,3,Mahindra,2013,500000.0,Third Party,Diesel,9,15.96,2523.0,62.1,195.0,others,4.0,2.0,Yes,4107.0,1745.0,1880.0,2680.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6543,Hatchback,40000,Manual,1,Maruti,2018,320000.0,Third Party,Petrol,8,24.7,796.0,47.3,69.0,others,3.0,4.0,No,3430.0,1490.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6544,Sedan,120000,Manual,4,Volkswagen,2013,420000.0,Third Party,Diesel,9,20.54,1598.0,103.6,250.0,others,4.0,4.0,Yes,4384.0,1699.0,1466.0,2552.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6545,Sedan,150000,Manual,1,Honda,2014,325000.0,Third Party,Diesel,9,25.8,1498.0,98.6,200.0,others,4.0,4.0,Yes,3990.0,1680.0,1505.0,2405.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6546,SUV,30000,Manual,1,Maruti,2020,950000.0,Third Party,Petrol,9,17.03,1462.0,103.26,138.0,others,4.0,4.0,No,3995.0,1790.0,1640.0,2500.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6547,Hatchback,120000,Manual,1,Datsun,2017,300000.0,Third Party,Petrol,9,22.7,799.0,53.64,72.0,others,3.0,4.0,No,3429.0,1560.0,1541.0,2348.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6548,Hatchback,90000,Manual,1,Hyundai,2015,400000.0,Third Party,Diesel,9,24.0,1120.0,70.0,160.0,others,3.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6549,Hatchback,60000,Manual,2,Hyundai,2014,350000.0,Third Party,Petrol,9,20.36,1197.0,78.9,111.8,others,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6550,MUV,150000,Manual,2,Mahindra,2007,280000.0,Third Party,Diesel,7,13.6,2523.0,103.7259811197063,180.0,others,4.0,4.0,Yes,4056.0,1660.0,1880.0,2680.0,5.0,7.0,Manual,Disc,Drum,Tubeless,5.0,Jaipur
6551,Sedan,120000,Automatic,1,Skoda,2012,500000.0,Third Party,Petrol,9,13.7,1798.0,157.75,250.0,others,4.0,4.0,Yes,4833.0,1817.0,1482.0,2761.0,7.0,5.0,Power,Disc,Disc,Tubeless,4.0,Jaipur
6553,Sedan,70000,Manual,1,Maruti,2010,250000.0,Third Party,Petrol,9,15.5,1586.0,103.3,145.0,others,4.0,4.0,No,4490.0,1735.0,1550.0,2500.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6554,MUV,90000,Manual,3,Mahindra,2007,300000.0,Third Party,Diesel,8,13.6,2523.0,103.7259811197063,180.0,others,4.0,4.0,Yes,4056.0,1660.0,1880.0,2680.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6555,Sedan,90000,Manual,1,Honda,2013,400000.0,Third Party,Diesel,9,25.8,1498.0,98.6,200.0,others,4.0,4.0,Yes,3990.0,1680.0,1505.0,2405.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6556,Sedan,90000,Manual,4,Honda,2016,420000.0,Third Party,Diesel,8,25.8,1498.0,98.6,200.0,others,4.0,4.0,Yes,3990.0,1680.0,1505.0,2405.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6557,SUV,150000,Manual,1,Nissan,2014,400000.0,Third Party,Diesel,9,20.45,1461.0,83.8,200.0,others,4.0,4.0,Yes,4331.0,2000.0,1671.0,2673.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6558,Hatchback,30000,Manual,2,Maruti,2021,800000.0,Third Party,Petrol,9,21.01,1197.0,81.8,113.0,others,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6559,Hatchback,40000,Manual,1,Maruti,2019,500000.0,Third Party,Petrol,9,21.79,998.0,67.05,90.0,others,3.0,4.0,No,3655.0,1620.0,1675.0,2435.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6560,Hatchback,20000,Manual,1,Maruti,2022,725000.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,others,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6561,Sedan,120000,Manual,3,Hyundai,2011,300000.0,Third Party,Diesel,9,22.32,1582.0,126.32,259.8,others,4.0,4.0,Yes,4370.0,1700.0,1475.0,2570.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Jaipur
6562,Sedan,120000,Manual,1,Maruti,2014,400000.0,Third Party,Diesel,9,23.4,1248.0,74.0,190.0,others,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6563,Hatchback,30000,Manual,1,Maruti,2021,800000.0,Third Party,Petrol,9,21.01,1197.0,81.8,113.0,others,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6564,Hatchback,120000,Manual,1,Maruti,2014,450000.0,Third Party,Diesel,9,22.9,1248.0,74.0,190.0,others,4.0,4.0,Yes,3850.0,1695.0,1530.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6565,Sedan,121000,Manual,1,Hyundai,2013,450000.0,Third Party,Diesel,9,22.7,1582.0,126.24,259.87,white,4.0,4.0,Yes,4530.0,1775.0,1470.0,2700.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Jaipur
6566,Sedan,120000,Manual,1,Maruti,2013,500000.0,Third Party,Diesel,9,23.4,1248.0,74.0,190.0,others,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6567,SUV,120000,Manual,3,Mitsubishi,2013,900000.0,Third Party,Diesel,9,13.5,2477.0,175.56,400.0,others,4.0,4.0,Yes,4695.0,1815.0,1840.0,2800.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6568,Hatchback,150000,Manual,3,Maruti,2011,165000.0,Third Party,Petrol,8,18.5,1197.0,85.8,114.0,others,4.0,4.0,No,3775.0,1680.0,1620.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6569,Sedan,60000,Manual,1,Maruti,2018,700000.0,Third Party,Diesel,9,28.09,1248.0,88.5,200.0,others,4.0,4.0,Yes,4490.0,1730.0,1485.0,2650.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6570,Hatchback,60000,Manual,4,Maruti,2001,62000.0,Third Party,Petrol,5,17.3,993.0,103.7259811197063,78.0,others,4.0,4.0,No,3535.0,1495.0,1405.0,2335.0,5.0,5.0,Power,Disc,Drum,Radial,5.0,Jaipur
6571,Hatchback,20000,Manual,1,Renault,2022,550000.0,Third Party,Petrol,8,21.46,999.0,67.06,91.0,others,3.0,4.0,No,3731.0,1579.0,1474.0,2515.9687699171445,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6572,Sedan,30000,Automatic,1,Honda,2021,1525000.0,Third Party,Petrol,9,18.3,1498.0,119.35,145.0,others,4.0,4.0,No,4549.0,1748.0,1489.0,2600.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6573,Sedan,150000,Manual,1,Honda,2014,400000.0,Third Party,Diesel,9,26.0,1498.0,98.6,200.0,others,4.0,4.0,Yes,4440.0,1695.0,1495.0,2600.0,6.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6574,Hatchback,150000,Manual,2,Maruti,2007,100000.0,Third Party,Petrol,6,18.2,998.0,67.1,90.0,others,3.0,4.0,No,4066.5465673902063,1716.1002525252525,1556.269308430086,2515.9687699171445,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6575,Hatchback,120000,Manual,2,Maruti,2015,220000.0,Third Party,Petrol,8,22.74,796.0,47.3,69.0,others,3.0,4.0,No,3395.0,1490.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6576,Sedan,120000,Manual,1,Maruti,2018,630000.0,Third Party,Diesel,9,28.4,1248.0,74.02,190.0,others,4.0,4.0,Yes,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6577,Hatchback,90000,Manual,2,Hyundai,2013,350000.0,Third Party,Petrol,8,20.36,1197.0,78.9,111.7,others,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6578,Hatchback,150000,Manual,3,Maruti,2012,350000.0,Third Party,Diesel,9,22.9,1248.0,74.0,190.0,others,4.0,4.0,Yes,3850.0,1695.0,1530.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6579,Sedan,90000,Manual,2,Maruti,2014,450000.0,Third Party,Diesel,8,23.4,1248.0,74.0,190.0,others,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6581,Hatchback,150000,Manual,1,Hyundai,2011,200000.0,Third Party,Petrol,8,20.36,1197.0,78.9,111.7,others,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6582,Hatchback,120000,Manual,2,Maruti,2015,225000.0,Third Party,Petrol,8,22.74,796.0,47.3,69.0,others,3.0,4.0,No,3395.0,1490.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6583,Sedan,100000,Manual,1,Maruti,2013,370000.0,Third Party,Diesel,9,23.4,1248.0,74.0,190.0,others,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6584,Hatchback,90000,Manual,2,Citroen,2023,730000.0,Third Party,Petrol,9,19.3,1199.0,108.62,190.0,others,3.0,4.0,Yes,3981.0,1733.0,1586.0,2540.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6585,Sedan,60000,Manual,2,Maruti,2017,610000.0,Third Party,Petrol,9,20.73,1373.0,91.1,130.0,others,4.0,4.0,No,4490.0,1730.0,1485.0,2650.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6586,Sedan,90000,Manual,4,Maruti,2018,670000.0,Third Party,Diesel,9,28.4,1248.0,74.02,190.0,others,4.0,4.0,Yes,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6587,SUV,150000,Automatic,1,Volvo,2019,4000000.0,Third Party,Diesel,9,11.2,1969.0,235.0,480.0,others,4.0,4.0,Yes,4688.0,1902.0,1658.0,2865.0,8.0,5.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6588,SUV,150000,Manual,1,Maruti,2019,800000.0,Third Party,Diesel,9,25.1,1248.0,88.5,200.0,others,4.0,4.0,Yes,4300.0,1785.0,1595.0,2600.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6589,SUV,80000,Manual,3,Mahindra,2017,700000.0,Third Party,Diesel,8,15.96,2523.0,63.0,180.0,others,4.0,2.0,Yes,4440.0,1660.0,1977.0,2794.0,5.0,9.0,Manual,Disc,Drum,Tubeless,5.0,Jaipur
6590,SUV,120000,Manual,2,Renault,2013,400000.0,Third Party,Diesel,9,19.64,1461.0,108.45,245.0,others,4.0,4.0,Yes,4315.0,1822.0,1695.0,2673.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6591,Hatchback,120000,Manual,3,Maruti,2009,150000.0,Third Party,Petrol,9,19.7,796.0,46.3,62.0,others,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6592,Hatchback,120000,Manual,1,Hyundai,2016,300000.0,Third Party,Petrol,9,19.81,1086.0,68.05,99.04,others,4.0,3.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6593,Sedan,70000,Manual,1,Maruti,2020,700000.0,Third Party,Petrol,9,22.41,1197.0,88.5,113.0,others,4.0,4.0,No,3995.0,1735.0,1515.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6594,Sedan,30000,Manual,1,Hyundai,2020,650000.0,Third Party,Petrol,9,20.5,1197.0,81.86,113.8,others,4.0,4.0,No,3995.0,1680.0,1520.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6595,MUV,150000,Manual,1,Mahindra,2019,800000.0,Third Party,Diesel,8,17.3,1497.0,121.0,300.0,others,4.0,4.0,Yes,4585.0,1866.0,1774.0,2760.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6596,SUV,80000,Manual,1,Mahindra,2017,800000.0,Third Party,Diesel,9,15.96,2523.0,62.1,195.0,others,4.0,2.0,Yes,4107.0,1745.0,1880.0,2680.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6597,Hatchback,100000,Manual,2,Maruti,2012,200000.0,Third Party,Petrol,8,18.9,998.0,67.1,90.0,others,3.0,4.0,No,3595.0,1475.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6598,Hatchback,40000,Manual,1,Tata,2020,700000.0,Third Party,Petrol,9,19.33,1199.0,86.83,113.0,others,3.0,4.0,No,3990.0,1755.0,1523.0,2501.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6599,Hatchback,100000,Manual,2,Hyundai,2016,340000.0,Third Party,Petrol,8,18.9,1197.0,82.0,114.0,others,4.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6600,Sedan,120000,Manual,2,Maruti,2018,420000.0,Third Party,Diesel,8,19.95,1248.0,74.02,190.0,others,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6601,MUV,150000,Manual,2,Toyota,2012,500000.0,Third Party,Diesel,8,11.4,2494.0,100.6,200.0,others,4.0,4.0,Yes,4580.0,1770.0,1755.0,2750.0,5.0,7.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6602,Hatchback,40000,Manual,1,Hyundai,2020,750000.0,Third Party,Petrol,9,21.0,1197.0,81.8,114.74,others,4.0,4.0,No,3995.0,1775.0,1505.0,2580.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6603,SUV,150000,Manual,1,Maruti,2018,900000.0,Third Party,Diesel,9,24.3,1248.0,88.5,200.0,others,4.0,4.0,Yes,3995.0,1790.0,1640.0,2500.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6604,Sedan,150000,Automatic,1,Maruti,2019,730000.0,Third Party,Petrol,9,20.28,1462.0,103.25,138.0,others,4.0,4.0,No,4490.0,1730.0,1485.0,2650.0,4.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6605,Hatchback,20000,Manual,1,Maruti,2022,810000.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,others,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6606,Sedan,150000,Manual,1,Maruti,2016,500000.0,Third Party,Petrol,9,20.85,1197.0,83.14,115.0,others,4.0,4.0,No,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6607,Hatchback,60000,Manual,2,Hyundai,2016,500000.0,Third Party,Diesel,9,24.0,1120.0,70.0,160.0,others,3.0,4.0,No,3765.0,1660.0,1520.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6608,Sedan,60000,Automatic,1,Jaguar,2019,3200000.0,Third Party,Diesel,9,13.5,1999.0,177.0,430.0,others,4.0,4.0,Yes,4795.0,2075.0,1416.0,2835.0,8.0,5.0,Power,Disc,Disc,Tubeless,4.0,Jaipur
6609,Hatchback,150000,Manual,2,Maruti,2011,150000.0,Third Party,Petrol,8,16.1,796.0,37.0,59.0,others,3.0,2.0,No,3335.0,1440.0,1405.0,2175.0,4.0,4.0,Manual,Disc,Drum,Radial,4.0,Jaipur
6610,Hatchback,90000,Manual,2,Maruti,2014,250000.0,Third Party,Petrol,8,20.92,998.0,67.1,90.0,others,3.0,4.0,No,3620.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6611,Hatchback,120000,Manual,1,Renault,2012,200000.0,Third Party,Diesel,8,23.08,1461.0,63.12,160.0,others,4.0,2.0,Yes,3805.0,1665.0,1525.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6612,Sedan,120000,Manual,1,Tata,2014,400000.0,Third Party,Petrol,9,17.57,1193.0,88.7,140.0,others,4.0,2.0,Yes,3995.0,1706.0,1570.0,2470.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6613,Hatchback,90000,Manual,2,Maruti,2011,200000.0,Third Party,Petrol,9,19.7,796.0,46.3,62.0,others,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6614,Sedan,30000,Automatic,5,Hyundai,2021,2000000.0,Third Party,Diesel,9,14.62,1493.0,113.45,250.0,orange,4.0,4.0,Yes,4620.0,1800.0,1465.0,2700.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Jaipur
