,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
6397,SUV,70000,Manual,1,Kia,2020,1166000.0,Third Party,Diesel,9,20.8,1493.0,113.43,250.0,others,4.0,4.0,Yes,4315.0,1800.0,1645.0,2610.0,6.0,5.0,Electronic,Disc,Disc,Tubeless,5.0,Jaipur
6398,Hatchback,10000,Manual,1,Maruti,2021,500000.0,Third Party,Petrol,9,21.79,998.0,67.05,90.0,others,3.0,4.0,No,3655.0,1620.0,1675.0,2435.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6399,Hatchback,50000,Automatic,2,Maruti,2018,350000.0,Third Party,Petrol,9,23.95,998.0,67.1,90.0,others,3.0,4.0,No,3545.0,1490.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6400,SUV,50000,Manual,2,Tata,2018,600000.0,Third Party,Diesel,9,21.5,1497.0,108.5,260.0,others,4.0,4.0,Yes,3994.0,1811.0,1607.0,2498.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6401,Hatchback,50000,Manual,1,Datsun,2016,225000.0,Third Party,Petrol,9,20.63,1198.0,67.0,104.0,others,3.0,4.0,No,3785.0,1635.0,1490.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6402,SUV,30000,Manual,1,Mahindra,2021,1000000.0,Third Party,Diesel,9,16.0,1493.0,74.96,210.0,others,3.0,4.0,Yes,3995.0,1745.0,1880.0,2680.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6403,Sedan,150000,Manual,2,Maruti,2010,190000.0,Third Party,Diesel,8,19.3,1248.0,73.9,190.0,others,4.0,4.0,Yes,4160.0,1690.0,1530.0,2390.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6404,Coupe,30000,Automatic,2,Porsche,2020,15000000.0,Third Party,Petrol,9,9.0,2981.0,443.87,530.0,others,6.0,4.0,No,4519.0,1852.0,1300.0,2450.0,8.0,4.0,Power,Disc,Disc,Radial,2.0,Jaipur
6405,SUV,70000,Manual,1,Mahindra,2021,950000.0,Third Party,Diesel,9,17.29,1493.0,100.0,260.0,others,3.0,4.0,Yes,3995.0,1795.0,1817.0,2680.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6406,Hatchback,90000,Manual,1,Maruti,2010,150000.0,Third Party,Petrol,8,19.0,998.0,67.1,90.0,others,3.0,4.0,No,3600.0,1495.0,1595.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6407,Hatchback,50000,Manual,1,Maruti,2010,185000.0,Third Party,Petrol,9,19.7,796.0,46.3,62.0,others,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6408,Hatchback,80000,Manual,4,Maruti,1998,50000.0,Third Party,Petrol,8,16.1,796.0,37.0,59.0,others,3.0,2.0,No,3335.0,1440.0,1405.0,2175.0,4.0,4.0,Manual,Disc,Drum,Radial,4.0,Jaipur
6409,Hatchback,120000,Manual,2,Chevrolet,2014,150000.0,Third Party,Diesel,8,25.44,936.0,56.3,142.5,others,3.0,4.0,Yes,3640.0,1595.0,1520.0,2375.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6410,Sedan,20000,Manual,1,Honda,2021,800000.0,Third Party,Petrol,9,18.6,1199.0,88.76,110.0,others,4.0,4.0,No,3995.0,1695.0,1501.0,2470.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6411,SUV,60000,Manual,4,Mahindra,2017,450000.0,Third Party,Diesel,8,16.55,2498.0,105.0,247.0,others,4.0,4.0,Yes,3920.0,1726.0,1930.0,2430.0,5.0,6.0,Power,Disc,Drum,Tubeless,3.0,Jaipur
6412,Sedan,60000,Manual,2,Honda,2016,430000.0,Third Party,Diesel,9,25.8,1498.0,98.6,200.0,others,4.0,4.0,Yes,3990.0,1680.0,1505.0,2405.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6413,Sedan,70000,Manual,2,Maruti,2011,225000.0,Third Party,Petrol,9,17.5,1298.0,85.8,114.0,others,4.0,4.0,No,4160.0,1690.0,1530.0,2390.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6414,Hatchback,150000,Manual,3,Maruti,2008,70000.0,Third Party,Petrol,9,19.7,796.0,46.3,62.0,others,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Manual,Disc,Drum,Tubeless,5.0,Jaipur
6415,Hatchback,30000,Manual,2,Hyundai,2010,175000.0,Third Party,Petrol,9,20.36,1197.0,78.9,111.8,others,4.0,4.0,No,3565.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6416,Sedan,60000,Manual,1,Hyundai,2008,100000.0,Third Party,Petrol,8,13.2,1495.0,103.7259811197063,12.5,others,4.0,3.0,No,4250.0,1670.0,1370.0,2440.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6417,MUV,120000,Manual,2,Maruti,2017,600000.0,Third Party,Diesel,9,24.52,1248.0,88.5,200.0,others,4.0,4.0,Yes,4296.0,1695.0,1685.0,2740.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6418,Sedan,100000,Manual,1,Maruti,2011,200000.0,Third Party,Petrol,9,17.5,1298.0,85.8,114.0,others,4.0,4.0,No,4160.0,1690.0,1530.0,2390.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6419,SUV,50000,Manual,1,Mahindra,2020,1600000.0,Third Party,Diesel,9,15.4,2179.0,136.78,319.0,others,4.0,4.0,Yes,4456.0,1820.0,1995.0,2680.0,6.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6420,Hatchback,70000,Manual,1,Hyundai,2007,100000.0,Third Party,Petrol,8,17.8,1086.0,103.7259811197063,9.8,others,4.0,3.0,No,3565.0,1525.0,1590.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6421,SUV,10000,Manual,1,Mahindra,2022,1200000.0,Third Party,Petrol,9,16.82,1197.0,108.62,200.0,others,3.0,4.0,Yes,3995.0,1821.0,1627.0,2600.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6422,SUV,50000,Manual,1,Mahindra,2020,1070000.0,Third Party,Petrol,9,16.82,1197.0,108.62,200.0,others,3.0,4.0,Yes,3995.0,1821.0,1627.0,2600.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6423,Hatchback,80000,Manual,1,Hyundai,2015,248000.0,Third Party,Petrol,8,21.1,814.0,55.2,74.5,others,3.0,3.0,No,3495.0,1550.0,1500.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6424,Hatchback,40000,Manual,1,Maruti,2020,400000.0,Third Party,Petrol,9,22.05,796.0,47.33,69.0,others,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6425,Hatchback,70000,Manual,2,Maruti,2007,125000.0,Third Party,Petrol,6,19.7,796.0,46.3,62.0,others,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Manual,Disc,Drum,Tubeless,5.0,Jaipur
6426,Hatchback,150000,Manual,1,Honda,2016,400000.0,Third Party,Diesel,9,27.3,1498.0,98.6,200.0,others,4.0,4.0,Yes,3955.0,1694.0,1544.0,2530.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6427,Sedan,40000,Automatic,1,Honda,2021,900000.0,Third Party,Diesel,9,21.0,1498.0,78.9,160.0,others,4.0,4.0,Yes,3995.0,1695.0,1501.0,2470.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6428,Hatchback,30000,Manual,1,Maruti,2020,310000.0,Third Party,Petrol,8,22.05,796.0,47.33,69.0,others,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6429,Sedan,80000,Manual,1,Maruti,2014,350000.0,Third Party,Petrol,8,19.1,1197.0,85.8,114.0,others,4.0,4.0,No,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6430,SUV,80000,Manual,1,Jeep,2017,1300000.0,Third Party,Diesel,9,17.1,1956.0,170.0,350.0,others,4.0,4.0,Yes,4395.0,1818.0,1640.0,2636.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6431,SUV,20000,Manual,1,Honda,2021,850000.0,Third Party,Petrol,9,16.5,1199.0,88.5,110.0,others,4.0,4.0,No,3999.0,1734.0,1601.0,2555.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6432,Hatchback,70000,Manual,2,Chevrolet,2009,90000.0,Third Party,Petrol,8,18.0,995.0,62.0,90.3,others,4.0,2.0,No,3495.0,1495.0,1518.0,2345.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6433,SUV,120000,Manual,1,Mahindra,2012,500000.0,Third Party,Diesel,9,15.1,2179.0,140.0,330.0,others,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6434,SUV,20000,Manual,1,Honda,2022,950000.0,Third Party,Petrol,9,16.5,1199.0,88.5,110.0,others,4.0,4.0,No,3999.0,1734.0,1601.0,2555.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6435,SUV,150000,Manual,1,Jeep,2018,1214000.0,Third Party,Diesel,9,17.1,1956.0,170.0,350.0,others,4.0,4.0,Yes,4395.0,1818.0,1640.0,2636.0,6.0,5.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6436,Sedan,20000,Manual,1,Hyundai,2021,670000.0,Third Party,Petrol,9,20.5,1197.0,81.86,113.8,others,4.0,4.0,No,3995.0,1680.0,1520.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,4.0,Jaipur
6437,Hatchback,80000,Manual,2,Maruti,2004,50000.0,Third Party,Petrol,8,16.1,796.0,37.0,59.0,others,3.0,2.0,No,3335.0,1440.0,1405.0,2175.0,4.0,4.0,Manual,Disc,Drum,Radial,4.0,Jaipur
6438,SUV,90000,Manual,1,Maruti,2017,850000.0,Third Party,Diesel,9,24.3,1248.0,88.5,200.0,others,4.0,4.0,Yes,3995.0,1790.0,1640.0,2500.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6439,Hatchback,30000,Manual,1,Renault,2017,300000.0,Third Party,Petrol,9,25.17,799.0,53.3,72.0,others,3.0,4.0,No,3679.0,1579.0,1478.0,2422.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6440,Hatchback,30000,Manual,1,Maruti,2020,330000.0,Third Party,Petrol,8,22.05,796.0,47.33,69.0,others,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6441,SUV,40000,Manual,3,Maruti,2018,750000.0,Third Party,Diesel,9,24.3,1248.0,88.5,200.0,others,4.0,4.0,Yes,3995.0,1790.0,1640.0,2500.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6442,Sedan,120000,Manual,4,Hyundai,2005,70000.0,Third Party,Petrol,8,13.2,1495.0,103.7259811197063,12.5,others,4.0,3.0,No,4250.0,1670.0,1370.0,2440.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6443,Hatchback,120000,Manual,4,Maruti,2006,80000.0,Third Party,Petrol,8,18.9,998.0,67.1,90.0,others,3.0,4.0,No,3595.0,1475.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6444,Hatchback,60000,Manual,2,Maruti,2009,125000.0,Third Party,Petrol,8,18.9,1061.0,67.0,84.0,others,3.0,4.0,No,3595.0,1475.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6445,Sedan,150000,Manual,2,Maruti,2009,250000.0,Third Party,Diesel,9,19.3,1248.0,73.9,190.0,others,4.0,4.0,Yes,4160.0,1690.0,1530.0,2390.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6446,Hatchback,60000,Manual,1,Maruti,2019,370000.0,Third Party,Petrol,9,24.7,796.0,47.3,69.0,others,3.0,4.0,No,3445.0,1490.0,1475.0,2360.0,5.0,5.0,Manual,Disc,Drum,Tubeless,5.0,Jaipur
6447,SUV,150000,Manual,1,Renault,2013,325000.0,Third Party,Diesel,9,19.01,1461.0,108.45,248.0,others,4.0,4.0,Yes,4315.0,1822.0,1695.0,2673.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6448,Hatchback,80000,Manual,2,Maruti,2006,45000.0,Third Party,Petrol,8,16.1,796.0,37.0,59.0,others,3.0,2.0,No,3335.0,1440.0,1405.0,2175.0,4.0,4.0,Manual,Disc,Drum,Radial,4.0,Jaipur
6449,SUV,100000,Manual,2,Tata,2009,170000.0,Third Party,Diesel,8,13.93,2179.0,138.1,320.0,others,4.0,4.0,No,4650.0,1918.0,1925.0,2650.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6450,SUV,50000,Manual,1,Mahindra,2019,800000.0,Third Party,Diesel,9,16.5,1493.0,70.0,195.0,others,4.0,4.0,Yes,3995.0,1745.0,1880.0,2680.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6451,Hatchback,50000,Manual,3,Chevrolet,2012,122000.0,Third Party,Diesel,8,25.44,936.0,57.6,150.0,others,3.0,4.0,No,3640.0,1595.0,1520.0,2375.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6452,Hatchback,60000,Manual,2,Hyundai,2008,150000.0,Third Party,Petrol,8,20.36,1197.0,78.9,111.7,others,4.0,4.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6453,Hatchback,30000,Manual,1,Maruti,2020,325000.0,Third Party,Petrol,9,22.05,796.0,47.33,69.0,others,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6454,Hatchback,80000,Manual,4,Maruti,2003,50000.0,Third Party,Petrol,8,16.1,796.0,37.0,59.0,others,3.0,2.0,No,3335.0,1440.0,1405.0,2175.0,4.0,4.0,Manual,Disc,Drum,Radial,4.0,Jaipur
6455,SUV,10000,Manual,2,Hyundai,2022,1100000.0,Third Party,Petrol,9,18.0,998.0,118.35,171.6,others,3.0,4.0,Yes,3995.0,1770.0,1605.0,2500.0,5.0,5.0,Electronic,Disc,Drum,Radial,5.0,Jaipur
6456,Sedan,150000,Manual,2,Hyundai,2009,100000.0,Third Party,LPG,8,13.2,1495.0,93.7,124.5,others,4.0,4.0,No,4250.0,1670.0,1370.0,2440.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6457,Coupe,40000,Automatic,4,BMW,2006,700000.0,Third Party,Petrol,9,7.94,4395.0,450.0,600.0,others,8.0,4.0,No,4894.0,1894.0,1369.0,2855.0,8.0,4.0,Power,Disc,Disc,Tubeless,2.0,Jaipur
6458,Hatchback,150000,Manual,2,Maruti,2009,125000.0,Third Party,Petrol,8,18.9,1061.0,67.0,84.0,others,3.0,4.0,No,3595.0,1475.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6459,SUV,60000,Manual,1,Tata,2019,800000.0,Third Party,Petrol,9,17.0,1198.0,108.5,170.0,others,3.0,4.0,Yes,3994.0,1811.0,1607.0,2498.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6460,MUV,30000,Manual,1,Renault,2021,780000.0,Third Party,Petrol,9,20.0,999.0,71.01,96.0,others,3.0,4.0,No,3991.0,1739.0,1643.0,2515.9687699171445,5.0,7.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6461,Sedan,120000,Manual,2,Honda,2009,225000.0,Third Party,Petrol,9,17.0,1497.0,103.7259811197063,146.0,others,4.0,4.0,No,4420.0,1695.0,1480.0,2550.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6462,SUV,50000,Automatic,1,Tata,2021,950000.0,Third Party,Petrol,9,17.05,1199.0,118.35,170.0,others,3.0,4.0,No,3993.0,1811.0,1606.0,2498.0,6.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6463,Hatchback,150000,Manual,2,Maruti,2014,380000.0,Third Party,Diesel,8,25.2,1248.0,74.0,190.0,others,4.0,4.0,Yes,3840.0,1735.0,1530.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6464,Hatchback,150000,Manual,2,Maruti,2007,90000.0,Third Party,Petrol,6,18.2,998.0,67.1,90.0,others,3.0,4.0,No,4066.5465673902063,1716.1002525252525,1556.269308430086,2515.9687699171445,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6465,Hatchback,10000,Manual,1,Maruti,2022,425000.0,Third Party,Petrol,8,22.05,796.0,47.33,69.0,others,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6466,SUV,30000,Manual,1,Kia,2021,1450000.0,Third Party,Petrol,9,16.8,1497.0,113.43,144.0,others,4.0,4.0,No,4315.0,1800.0,1645.0,2610.0,6.0,5.0,Electronic,Disc,Disc,Tubeless,5.0,Jaipur
6467,Hatchback,60000,Manual,2,Maruti,2018,590000.0,Third Party,Petrol,9,21.4,1197.0,83.1,115.0,others,4.0,4.0,No,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6468,Hatchback,50000,Manual,1,Maruti,2018,280000.0,Third Party,Petrol,8,24.7,796.0,47.3,69.0,others,3.0,4.0,No,3430.0,1490.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6469,Hatchback,120000,Manual,2,Maruti,2014,250000.0,Third Party,Petrol,8,23.1,998.0,67.04,90.0,others,3.0,4.0,No,3715.0,1635.0,1565.0,2425.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6470,SUV,70000,Manual,1,Mahindra,2013,500000.0,Third Party,Diesel,9,15.1,2179.0,140.0,330.0,others,4.0,4.0,Yes,4585.0,1890.0,1785.0,2700.0,6.0,7.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6471,SUV,150000,Manual,1,Maruti,2017,500000.0,Third Party,Diesel,9,25.1,1248.0,88.5,200.0,others,4.0,4.0,Yes,4300.0,1785.0,1595.0,2600.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6472,Hatchback,50000,Manual,1,Tata,2016,142000.0,Third Party,Petrol,9,25.4,624.0,37.5,51.0,others,2.0,2.0,No,3099.0,1495.0,1652.0,2230.0,4.0,4.0,Power,Drum,Drum,Tubeless,4.0,Jaipur
6473,SUV,70000,Manual,1,Mahindra,2016,300000.0,Third Party,Petrol,8,18.15,1198.0,82.0,115.0,others,3.0,4.0,No,3675.0,1715.0,1635.0,2385.0,5.0,6.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6474,Hatchback,40000,Manual,1,Maruti,2021,650000.0,Third Party,Petrol,9,22.38,1197.0,88.5,113.0,others,4.0,4.0,No,3845.0,1735.0,1530.0,2450.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6475,Hatchback,120000,Manual,3,Maruti,2006,150000.0,Third Party,Petrol,8,16.1,1298.0,103.7259811197063,11.5,others,4.0,4.0,No,3760.0,1690.0,1530.0,2390.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6476,Sedan,60000,Manual,2,Tata,2019,500000.0,Third Party,Petrol,9,20.3,1199.0,84.0,114.0,others,3.0,4.0,No,3992.0,1677.0,1537.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6477,Hatchback,150000,Automatic,4,Maruti,2010,150000.0,Third Party,Petrol,9,16.98,998.0,66.1,90.0,others,3.0,4.0,No,3500.0,1600.0,1490.0,2360.0,4.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6478,Sedan,90000,Manual,2,Tata,2011,161000.0,Third Party,Diesel,8,23.57,1396.0,70.0,140.0,others,4.0,2.0,Yes,4377.0,1620.0,1540.0,2650.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6479,SUV,10000,Manual,2,Honda,2023,1000000.0,Third Party,Petrol,9,16.5,1199.0,88.5,110.0,others,4.0,4.0,No,3999.0,1734.0,1601.0,2555.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6480,Hatchback,50000,Manual,1,Tata,2020,520000.0,Third Party,Petrol,9,20.09,1199.0,84.82,113.0,others,3.0,4.0,No,3765.0,1677.0,1535.0,2400.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6481,SUV,90000,Manual,2,Mahindra,2016,725000.0,Third Party,Diesel,9,18.49,1493.0,100.0,240.0,others,3.0,2.0,Yes,3995.0,1835.0,1826.0,2680.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6482,MUV,30000,Manual,1,Renault,2021,750000.0,Third Party,Petrol,9,20.0,999.0,71.01,96.0,others,3.0,4.0,No,3991.0,1739.0,1643.0,2515.9687699171445,5.0,7.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6483,Hatchback,40000,Manual,1,Maruti,2013,250000.0,Third Party,Petrol,8,20.92,998.0,67.1,90.0,others,3.0,4.0,No,3620.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6484,SUV,150000,Manual,1,Renault,2013,350000.0,Third Party,Diesel,9,19.01,1461.0,108.45,248.0,others,4.0,4.0,Yes,4315.0,1822.0,1695.0,2673.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6485,Hatchback,120000,Manual,1,Hyundai,2017,400000.0,Third Party,LPG,9,19.2,1086.0,68.05,99.04,others,4.0,3.0,No,3585.0,1595.0,1550.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6486,Hatchback,100000,Manual,3,Maruti,2012,150000.0,Third Party,Petrol,9,19.7,796.0,46.3,62.0,others,3.0,4.0,No,3495.0,1475.0,1460.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6487,Sedan,90000,Manual,1,Maruti,2016,459999.0,Third Party,Diesel,9,26.59,1248.0,74.0,190.0,others,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6488,Hatchback,70000,Manual,4,Maruti,2004,40000.0,Third Party,Petrol,8,16.1,796.0,37.0,59.0,others,3.0,2.0,No,3335.0,1440.0,1405.0,2175.0,4.0,4.0,Manual,Disc,Drum,Radial,4.0,Jaipur
6489,Sedan,150000,Manual,1,Chevrolet,2017,425000.0,Third Party,Diesel,8,22.1,1248.0,74.0,190.0,others,4.0,4.0,Yes,4249.0,1690.0,1503.0,2465.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6490,Hatchback,120000,Manual,2,Maruti,2005,100000.0,Third Party,Petrol,8,18.9,998.0,67.1,90.0,others,3.0,4.0,No,3595.0,1475.0,1700.0,2400.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6491,Hatchback,60000,Manual,1,Maruti,2019,650000.0,Third Party,Petrol,9,21.1,998.0,100.5,150.0,others,3.0,4.0,Yes,3995.0,1745.0,1510.0,2520.0,5.0,5.0,Power,Disc,Disc,Tubeless,5.0,Jaipur
6492,MUV,100000,Manual,2,Maruti,2017,750000.0,Third Party,Diesel,9,24.52,1248.0,88.5,200.0,others,4.0,4.0,Yes,4296.0,1695.0,1685.0,2740.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6493,Hatchback,10000,Manual,1,Maruti,2022,455999.0,Third Party,Petrol,9,22.05,796.0,47.33,69.0,others,3.0,4.0,No,3445.0,1515.0,1475.0,2360.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6494,SUV,120000,Manual,1,Renault,2013,350000.0,Third Party,Diesel,9,19.01,1461.0,108.45,248.0,others,4.0,4.0,Yes,4315.0,1822.0,1695.0,2673.0,6.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6495,Sedan,150000,Manual,1,Maruti,2015,375000.0,Third Party,Diesel,9,26.59,1248.0,74.0,190.0,others,4.0,4.0,Yes,3995.0,1695.0,1555.0,2430.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6496,SUV,120000,Manual,2,Mahindra,2005,305000.0,Third Party,Diesel,7,15.96,2523.0,63.0,180.0,others,4.0,4.0,Yes,4170.0,1660.0,1880.0,2794.0,5.0,9.0,Manual,Disc,Drum,Tubeless,5.0,Jaipur
6497,Sedan,150000,Manual,2,Hyundai,2012,400000.0,Third Party,Diesel,9,22.32,1582.0,126.32,259.8,others,4.0,4.0,Yes,4370.0,1700.0,1475.0,2570.0,6.0,5.0,Power,Disc,Disc,Tubeless,4.0,Jaipur
6498,Sedan,150000,Manual,1,Honda,2016,400000.0,Third Party,Diesel,8,25.8,1498.0,98.6,200.0,others,4.0,4.0,Yes,3990.0,1680.0,1505.0,2405.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6499,Hatchback,120000,Manual,2,Hyundai,2017,229999.0,Third Party,Petrol,8,21.1,814.0,55.2,74.5,others,3.0,3.0,No,3495.0,1550.0,1500.0,2380.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6500,Hatchback,20000,Manual,2,Tata,2021,725000.0,Third Party,Petrol,9,19.33,1199.0,86.83,113.0,others,3.0,4.0,No,3990.0,1755.0,1523.0,2501.0,5.0,5.0,Electronic,Disc,Drum,Tubeless,5.0,Jaipur
6501,MUV,100000,Manual,2,Toyota,2009,425000.0,Third Party,Diesel,9,12.8,2494.0,103.7259811197063,20.4,others,4.0,4.0,No,4.0,1.0,1.0,2.0,5.0,7.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6502,Sedan,30000,Manual,1,Volkswagen,2014,450000.0,Third Party,Petrol,9,15.04,1598.0,103.6,153.0,others,4.0,4.0,No,4384.0,1699.0,1466.0,2552.0,5.0,5.0,Power,Disc,Drum,Tubeless,4.0,Jaipur
6503,Hatchback,120000,Manual,2,Nissan,2016,300000.0,Third Party,Diesel,8,23.08,1461.0,63.1,160.0,others,4.0,2.0,Yes,3825.0,1665.0,1525.0,2450.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
6504,Hatchback,90000,Manual,3,Chevrolet,2011,160000.0,Third Party,Petrol,9,18.6,1199.0,79.4,108.0,others,4.0,4.0,No,3640.0,1595.0,1520.0,2375.0,5.0,5.0,Power,Disc,Drum,Tubeless,5.0,Jaipur
